Unnamed: 0,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL
34,Jennifer Walters,Hulk,"Jennifer Sue ""Jen"" Walters",Female ,Divorced,Good ,70,150.0,Green ,Brown,Heterosexual,"Los Angeles, California",American,Law degree from UCLA,"Private Attorney, AdventurerFormerlyBounty Hunter, S.H.I.E.L.D. Agent, Magistra of the Living Tribunal, NYC Assistant District Attorney, Mine Slave",3,7,3,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Immortal_She-Hulk_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/331?cb=20200924033932,"Avengers Mountain;formerly:Ideahive, Inc.;Gem Theater;Baxter Building;Law offices of Goodman, Lieber, Kurtzberg, & Holliway;Atlas Towers;Excelsior Apartment Building;Avengers Mansion;Four Freedoms Plaza",https://marvel.fandom.com/wiki/Jennifer_Walters_(Earth-616),https://marvel.fandom.com/wiki/Jennifer_Walters_(Earth-616)#Powers_and_Abilities
35,Emma Frost,White Queen,Emma Grace Frost,Female ,Single,Neutral ,70,144.0,Blue ,Brown,Heterosexual,"Boston, Massachusetts","American, Krakoan",Qualification in sex therapy and college degree in Business Administration,"Chairperson of the Board and Chief Executive of Frost International, adventurer; former  teacher, co-headmistress of Xavier Institute, headmistress of Massachusetts Academy, and exotic dancer",4,6,2,7,6,3,https://static.wikia.nocookie.net/marveldatabase/images/d/d6/Emma_Frost_%28Earth-616%29_from_House_of_X_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/325?cb=20200911232944,"Krakoa;formerly:New Tian;New Charles Xavier School for Mutants;Utopia;Xavier's School for Gifted Youngsters, Salem Center, New York;Genosha;Massachusetts Academy;Hellfire Club;Essex Clinic;Boston",https://marvel.fandom.com/wiki/Emma_Frost_(Earth-616),https://marvel.fandom.com/wiki/Emma_Frost_(Earth-616)#Powers_and_Abilities
36,Frank Castle,The Punisher,Frank G. Castle ,Male ,Widowed,Neutral ,75,225.0,Blue ,Black,Heterosexual,"Queens, New York City, New York",American,"Extensive military training, partial priesthood training.","Vigilante, Formerly U.S. Marine officer",3,3,2,2,1,6,https://static.wikia.nocookie.net/marveldatabase/images/e/e1/Punisher_Vol_12_1_Textless.jpg/revision/latest/scale-to-width-down/312?cb=20180418154329,Mobile; usually New York,https://marvel.fandom.com/wiki/Frank_Castle_(Earth-616),https://marvel.fandom.com/wiki/Frank_Castle_(Earth-616)#Powers_and_Abilities
37,Luke Cage,Luke Cage,Luke Cage ,Male ,Married,Good ,78,425.0,Brown ,Black,Heterosexual,"Harlem, Manhattan, New York City, New York",American,High school dropout; self-educated in many areas,"AdventurerFormerlybar owner, bodyguard, mercenary, theater owner, private investigator, various odd jobs",3,4,2,5,1,4,https://static.wikia.nocookie.net/marveldatabase/images/7/71/Marvel%27s_Voices_Legacy_Vol_1_1_ComicTom101_Exclusive_Variant_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20210406073421,"Gem Theater, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Luke_Cage_(Earth-616),https://marvel.fandom.com/wiki/Luke_Cage_(Earth-616)#Powers_and_Abilities
38,Rogue ,Rogue,Anna Marie LeBeau ,Female ,Married,Good ,68,135.0,Green ,Auburn,Heterosexual,"Caldecott County, Mississippi","American, Krakoan",Homeschooled,Adventurer and teacher; former terrorist,10,12,12,13,8,10,https://static.wikia.nocookie.net/marveldatabase/images/2/28/Excalibur_Vol_4_1_Unknown_Comics_and_Comics_Elite_Exclusive_Virgin_Variant.jpg/revision/latest/scale-to-width-down/334?cb=20200130021551,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Rogue_(Anna_Marie)_(Earth-616),https://marvel.fandom.com/wiki/Rogue_(Anna_Marie)_(Earth-616)#Powers_and_Abilities
39,Joseph Robertson,Robbie Robertson,"Joseph ""Robbie"" Robertson",Male ,Married,Good ,73,201.0,Brown ,White,Heterosexual,"Harlem, New York City, New York",American,Columbia School of Journalism graduate,"Reporter, editor-in-chief for the Daily Bugle Formerlyeditor-in-chief and city editor for The DB! , desk catcher for the Philadelphia Inquirer",3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/94/Joseph_Robertson_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_63_001.jpg/revision/latest/scale-to-width-down/325?cb=20210412234041,"New Daily Bugle Building, Manhattan, New York City, New York; Jackson Heights, Queens, New York City, New York",https://marvel.fandom.com/wiki/Joseph_Robertson_(Earth-616),https://marvel.fandom.com/wiki/Joseph_Robertson_(Earth-616)#Powers_and_Abilities
40,Pietro Maximoff,Quicksilver,Pietro Django Maximoff ,Male ,Single,Good ,72,175.0,Blue ,Silver,Heterosexual,Serbia,"American, Serbian",Homeschooled,"Adventurer; former terrorist, officer of the Inhumans militia, United States government operative",3,4,5,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/5/52/Pietro_Maximoff_%28Earth-616%29_from_Quicksilver_No_Surrender_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/325?cb=20180811220338,"Avengers Mountain, North Pole, Arctic Circle, Arctic Ocean",https://marvel.fandom.com/wiki/Pietro_Maximoff_(Earth-616),https://marvel.fandom.com/wiki/Pietro_Maximoff_(Earth-616)#Powers_and_Abilities
41,Hercules,Hercules,Hercules Panhellenios ; ,Male ,Separated,Good ,77,325.0,Blue ,Brown,Bisexual,"Thebes, Ancient Greece","Olympian, Greek","Instructed in various arts by different Greek heroes and gods; Educated by tutors employed by his foster father, Amphitryon","AdventurerFormerlyOlympian god of Strength, Labor, and Heroes; King of Svartalfheim",2,7,2,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/5/59/Hercules_%28Earth-616%29_from_Avengers_No_Road_Home_Vol_1_10_001.jpg/revision/latest/scale-to-width-down/279?cb=20201004041150,Ryder,https://marvel.fandom.com/wiki/Hercules_(Earth-616),https://marvel.fandom.com/wiki/Hercules_(Earth-616)#Powers_and_Abilities
42,Victor von Doom,Doctor Doom,Dr. Victor von Doom,Male ,Married,Bad ,74,225.0,Brown ,Brown,Heterosexual,"A Romani camp outside of Haasenstadt, Latveria",Latverian,College studies in the sciences ; self-educated to graduate level and beyond in most sciences; self-taught knowledge of the mystic arts of magic; studied under Cagliostro,"Adventurer, scientist, monarch of Latveria, sorcerer; former world destroyer, Baron of Hassan, Baron of Krozi, would-be conqueror, leader of an order of Tibetan monks",6,4,5,6,6,4,https://static.wikia.nocookie.net/marveldatabase/images/b/bb/Fantastic_Four_Vol_6_25_Artgerm_Virgin_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20200818172430,Undisclosed base,https://marvel.fandom.com/wiki/Victor_von_Doom_(Earth-616),https://marvel.fandom.com/wiki/Victor_von_Doom_(Earth-616)#Powers_and_Abilities
43,Max Eisenhardt,Magneto,Max Eisenhardt,Male ,Widowed,Neutral ,74,190.0,Grey ,Bald,Heterosexual,"Nuremberg, Germany","German, Krakoan","Some public schooling, unspecified advanced training in genetic engineering and robotics.","Adventurer; former Would-be conqueror, mutants right activist, vigilante, recluse, ruler, headmaster, terrorist, Nazi hunter, carpenter, prisoner of war, revolutionary, Lord of Genosha, volunteer orderly, teacher",5,2,5,2,6,4,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/X-Men_Vol_5_1_Young_Guns_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20200513221244,"House of M, Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Max_Eisenhardt_(Earth-616),https://marvel.fandom.com/wiki/Max_Eisenhardt_(Earth-616)#Powers_and_Abilities
44,Elizabeth Braddock,Captain Britain,"Elizabeth ""Betsy"" Braddock",Female ,Single,Neutral ,71,155.0,Blue ,Purple,Bisexual,"Braddock Manor, England, United Kingdom","English, American, Krakoan",University Graduate,"Captain Britain, adventurer, British Crown's representative for the Otherworld; assassin ninja, S.T.R.I.K.E. Psi Division operative, fashion model, charter pilot",2,6,4,6,5,4,https://static.wikia.nocookie.net/marveldatabase/images/a/af/Excalibur_Vol_4_1_Anka_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20191021020833,"Krakoa, Pacific Ocean; Braddock Lighthouse, Cornwall, England, United Kingdom",https://marvel.fandom.com/wiki/Elizabeth_Braddock_(Earth-616),https://marvel.fandom.com/wiki/Elizabeth_Braddock_(Earth-616)#Powers_and_Abilities
45,Norrin Radd,Silver Surfer,Norrin Radd,Male ,Widowed,Good ,76,225.0,Blue ,Bald,Heterosexual,"Somewhere on Zenn-La, Deneb System, the Milky Way Galaxy",Zenn-Lavian,"Tutored in science by Jartran Radd and in the nature of the universe by Galactus; self-taught in various areas, especially history, and absorbed much Zenn-Lavian knowledge from ""hypno-powered study cubes""","Space-faring adventurer and explorer; former would-be world conqueror, minion of Gaea, Earthbound adventurer, scholar, astronomer, gladiator, wanderer; sometimes mistakenly regarded as a messianic figure, Herald of Galactus",3,7,7,6,7,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Silver_Surfer_The_Best_Defense_Vol_1_1_Skan_Variant_Textless.jpg/revision/latest/scale-to-width-down/334?cb=20180918172607,Mobile throughout the known universe,https://marvel.fandom.com/wiki/Norrin_Radd_(Earth-616),https://marvel.fandom.com/wiki/Norrin_Radd_(Earth-616)#Powers_and_Abilities
46,Norman Osborn,Norman Osborn,Norman Virgil Osborn,Male ,Widowed,Bad ,71,185.0,Blue ,Auburn,Heterosexual,"Hartford, Connecticut",American,College graduate of Empire State University ,"Formerly consultant for the Ravencroft Institute, arms dealer, professional criminal mastermind, Alchemax Executive, director of H.A.M.M.E.R., C.S.A. official, prisoner, adventurer, businessman, owner and president of Osborn Industries and Oscorp, government-appointed director of the Thunderbolts, owner of the Daily Bugle, Initiative P.R. teacher, crimelord",4,4,3,4,3,3,https://static.wikia.nocookie.net/marveldatabase/images/f/f8/Norman_Osborn_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_47_001.jpg/revision/latest/scale-to-width-down/312?cb=20200909002049,"New York City, New York",https://marvel.fandom.com/wiki/Norman_Osborn_(Earth-616),https://marvel.fandom.com/wiki/Norman_Osborn_(Earth-616)#Powers_and_Abilities
47,Eugene Thompson,Agent Anti-Venom,"Eugene ""Flash"" Thompson",Male ,Divorced,Good ,49,160.0,Blue ,StrawberryBlond,Heterosexual,"Forest Hills, Queens, New York City, New York",American,"High School graduate, some college courses, military training","Former Assistant Coach , Adventurer, Black Ops Agent, Vigilante, U.S. Army Corporal, Special Advisor to the Mayor's Office of Veteran Affairs, Boxer, football player",2,6,3,8,1,3,https://static.wikia.nocookie.net/marveldatabase/images/0/00/Eugene_Thompson_%28Earth-616%29_from_Amazing_Spider-Man_Venom_Inc._Alpha_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/325?cb=20171210032736,"New York City, New York",https://marvel.fandom.com/wiki/Eugene_Thompson_(Earth-616),https://marvel.fandom.com/wiki/Eugene_Thompson_(Earth-616)#Powers_and_Abilities
48,Simon Williams,Wonder Man,Simon Williams,Male ,Single,Good ,74,380.0,Red ,Grey,Heterosexual,"Paterson, New Jersey",American,Advanced degree in electrical engineering,"Adventurer, Vigilante; Former agent of S.H.I.E.L.D., industrialist, stuntman, actor",4,7,4,6,2,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/Simon_Williams_%28Earth-616%29_from_Avengers_Vol_1_685_001.jpg/revision/latest/scale-to-width-down/325?cb=20200512045741,Mobile,https://marvel.fandom.com/wiki/Simon_Williams_(Earth-616),https://marvel.fandom.com/wiki/Simon_Williams_(Earth-616)#Powers_and_Abilities
49,Samuel Guthrie,Cannonball,"Samuel Zachery ""Sam"" Guthrie",Male ,Married,Good ,72,181.0,Blue ,Blond,Heterosexual,"Guthrie Farmhouse, Cumberland County, Kentucky","American, Krakoan",College Graduate,"Adventurer; former New Mutant and X-Force leader, teacher, student and coal miner",2,2,4,6,3,4,https://static.wikia.nocookie.net/marveldatabase/images/d/d4/Samuel_Guthrie_%28Earth-616%29_from_New_Mutants_Vol_4_2_001.jpg/revision/latest/scale-to-width-down/325?cb=20200201214430,"Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Samuel_Guthrie_(Earth-616),https://marvel.fandom.com/wiki/Samuel_Guthrie_(Earth-616)#Powers_and_Abilities
50,James Buchanan Barnes,Winter Soldier,James Buchanan Barnes,Male ,Single,Good ,69,260.0,Brown ,Brown,Heterosexual,"Shelbyville, Indiana",American,High-school dropout; military training,"Adventurer; former S.H.I.E.L.D. operative, assassin, Army mascot, student",2,4,2,3,1,6,https://static.wikia.nocookie.net/marveldatabase/images/d/d8/Winter_Soldier_Vol_2_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180919043401,"New York City, New York",https://marvel.fandom.com/wiki/James_Buchanan_Barnes_(Earth-616),https://marvel.fandom.com/wiki/James_Buchanan_Barnes_(Earth-616)#Powers_and_Abilities
51,Remy LeBeau,Gambit,Remy Etienne LeBeau ,Male ,Married,Good ,74,179.0,Black ,Brown,Heterosexual,"New Orleans, Louisiana","American, Krakoan",Homeschooled,"Adventurer, Professional Thief, Guildmaster of the International Thieves Guild; former teacher",2,2,2,2,2,4,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Excalibur_Vol_4_2_Unknown_Comic_Books_and_Comics_Elite_Exclusive_Virgin_Variant.jpg/revision/latest/scale-to-width-down/319?cb=20200130015236,"Krakoa, Pacific Ocean; Searebro, X-Lantis, Atlantis; New Tian, California; Jean Grey School for Higher Learning, X-Haven, Limbo ; Serval Industries, Virginia; Utopia, San Francisco Bay, California; New Orleans, Louisiana; Paris, France; Cairo, Egypt; Illinois",https://marvel.fandom.com/wiki/Remy_LeBeau_(Earth-616),https://marvel.fandom.com/wiki/Remy_LeBeau_(Earth-616)#Powers_and_Abilities
52,Daniel Rand,Iron Fist,"Daniel Thomas ""Danny"" Rand-K'ai",Male ,Single,Good ,71,175.0,Blue ,Blond,Heterosexual,"Unrevealed; possibly K'un-Lun or New York City, New York","American, K'un-Lun",High School Equivalent of K'un-Lunaa,"Adventurer, co-owner of Rand-Meachum, Inc., dojo instructor, Thunderer of K'un-Lun; former bodyguard, private investigator, research assistant, warrior, mental hospital patient",3,2,2,3,3,6,https://static.wikia.nocookie.net/marveldatabase/images/1/14/Iron_Fist_Heart_of_the_Dragon_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/342?cb=20210522072841,"Thunder Dojo, Harlem, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Daniel_Rand_(Earth-616),https://marvel.fandom.com/wiki/Daniel_Rand_(Earth-616)#Powers_and_Abilities
53,Elizabeth Brant,Betty Brant,"Elizabeth ""Betty"" Brant",Female ,Widowed,Good ,67,125.0,Brown ,Brown,Heterosexual,"Philadelphia, Pennsylvania",American,Homeschooled,Investigative reporter; former secretary,2,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/7/74/Elizabeth_Brant_%28Earth-616%29_from_Friendly_Neighborhood_Spider-Man_Vol_1_15_001.jpg/revision/latest/scale-to-width-down/270?cb=20200228030739,"Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Elizabeth_Brant_(Earth-616),https://marvel.fandom.com/wiki/Elizabeth_Brant_(Earth-616)#Powers_and_Abilities
54,Richard Jones,Rick Jones,"Richard Milhouse ""Rick"" Jones",Male ,Divorced,Good ,69,165.0,Brown ,Brown,Heterosexual,"Scarsdale, Arizona",American,High school dropout,"Musician, adventurer, authorFormerlytalk show host",2,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/9/91/Richard_Jones_%28Earth-616%29_from_Immortal_Hulk_Vol_1_33_001.jpg/revision/latest/scale-to-width-down/348?cb=20201021014558,"New York City, New York",https://marvel.fandom.com/wiki/Richard_Jones_(Earth-616),https://marvel.fandom.com/wiki/Richard_Jones_(Earth-616)#Powers_and_Abilities
55,Edwin Jarvis,Edwin Jarvis,Edwin Jarvis,Male ,Single,Good ,69,160.0,Blue ,White,Heterosexual,"Brooklyn, New York City, New York","British, American",University graduate,"Butler, former Royal Canadian Air Force pilot",3,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/4/40/Edwin_Jarvis_%28Earth-616%29_from_All-New%2C_All-Different_Avengers_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/281?cb=20160128002855,"Avengers Mansion, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Edwin_Jarvis_(Earth-616),https://marvel.fandom.com/wiki/Edwin_Jarvis_(Earth-616)#Powers_and_Abilities
56,Alexander Summers,Havok,"Alexander ""Alex"" Summers",Male ,Single,Good ,72,175.0,Blue ,Blond,Heterosexual,"Honolulu, Hawaii","American, Krakoan","Masters degree in geophysics, some doctoral research completed","Adventurer; former private investigator, graduate student, space pirate",3,2,2,3,5,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a4/Hellions_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20200229185320,"Bar Sinister, Krakoa, Pacific Ocean; Summer House, Blue Area of the Moon",https://marvel.fandom.com/wiki/Alexander_Summers_(Earth-616),https://marvel.fandom.com/wiki/Alexander_Summers_(Earth-616)#Powers_and_Abilities
57,Patricia Walker,Hellcat,"Patricia ""Patsy"" Walker",Female ,Divorced,Good ,68,135.0,Blue ,Red,Heterosexual,"Centerville, California",American,High School graduate,"Adventurer and small business ownerFormerlyparalegal, supernatural investigator, government agent, homemaker, model, actress, newspaper columnist",3,4,2,3,1,5,https://static.wikia.nocookie.net/marveldatabase/images/0/0f/Patsy_Walker_Hellcat_Vol_1_5_Textless.jpg/revision/latest/scale-to-width-down/326?cb=20200920002539,"Ideahive, Inc., Brooklyn, New York City, New York",https://marvel.fandom.com/wiki/Patricia_Walker_(Earth-616),https://marvel.fandom.com/wiki/Patricia_Walker_(Earth-616)#Powers_and_Abilities
58,Human Torch ,Human Torch,The Human Torch,Male ,Single,Good ,75,300.0,Blue ,Blond,Heterosexual,"Brooklyn, New York City",American,No formal education; Capacity for creative intelligence and unlimited self-motivated activity,"Adventurer; War veteran; former police officer and CEO of Oracle, Inc.",2,3,3,3,5,4,https://static.wikia.nocookie.net/marveldatabase/images/6/63/All-New_Invaders_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20140116231705,"formerly S.H.I.E.L.D. Base Designation 4201, Stamford, Connecticut; Manhattan, New York City, New York; London, England, United Kingdom and the European theater ; Korea ; later Avengers Compound, Malibu, California; later, mobile; later Blaketon, Illinois",https://marvel.fandom.com/wiki/Human_Torch_(Android)_(Earth-616),https://marvel.fandom.com/wiki/Human_Torch_(Android)_(Earth-616)#Powers_and_Abilities
59,Loki Laufeyson,Loki,Loki Laufeyson,Genderfluid ,Separated,Neutral ,76,525.0,Green ,Black,Bisexual,"Jotunheim, Asgard",Asgardian,Extensive training in black magic,Deity; Adventurer; Asgardian Spy; former God of Mischief and Evil,5,9,10,6,7,3,https://static.wikia.nocookie.net/marveldatabase/images/a/a2/Loki_Laufeyson_%28Earth-616%29_from_Thor_Vol_3_12_0001.jpg/revision/latest/scale-to-width-down/329?cb=20201011071529,Mobile,https://marvel.fandom.com/wiki/Loki_Laufeyson_(Earth-616),https://marvel.fandom.com/wiki/Loki_Laufeyson_(Earth-616)#Powers_and_Abilities
