,_id,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL,City,State,Zip Code,Latitude,Longitude
32,{'$oid': '60ba7853eb3d706d33244c9e'},Timothy Dugan,Dum Dum Dugan,"Timothy Aloysius Cadwallader ""Tim"" Dugan ",Male,Widowed,Good,74,260.0,Blue,Red,Heterosexual,"Boston, Massachusetts",American,Homeschooled,S.H.I.E.L.D. agent; soldier;  circus strong man; boxer; bodyguard; mercenary ,2,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Timothy_Dugan_%28Earth-616%29_from_S.H.I.E.L.D._Vol_3_9_001.jpg/revision/latest/scale-to-width-down/350?cb=20150830070302,"S.H.I.E.L.D. Helicarrier, formerly Boston, Massachusetts, United Kingdom",https://marvel.fandom.com/wiki/Timothy_Dugan_(Earth-616),https://marvel.fandom.com/wiki/Timothy_Dugan_(Earth-616)#Powers_and_Abilities,Boston,MA,02201,42.3602534,-71.0582912
33,{'$oid': '60ba7853eb3d706d33244c9f'},Samuel Wilson,Falcon,"Samuel Thomas ""Sam"" Wilson",Male,Single,Good,74,240.0,Brown,Black,Heterosexual,"Harlem, New York City, New York",American,"High school dropout, later extensively self-educated",Adventurer; vigilante;  freelance artist; social worker; soldier; urban planner,2,2,3,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Falcon_Vol_2_7_Textless.jpg/revision/latest/scale-to-width-down/331?cb=20180124013445,"Harlem, New York City, New York",https://marvel.fandom.com/wiki/Samuel_Wilson_(Earth-616),https://marvel.fandom.com/wiki/Samuel_Wilson_(Earth-616)#Powers_and_Abilities,New York,NY,10027,40.8078786,-73.9454154
34,{'$oid': '60ba7853eb3d706d33244ca0'},Wilson Fisk,Mayor Fisk,Wilson Grant Fisk ,Male,Widowed,Bad,79,450.0,Blue,Bald,Heterosexual,Somewhere in New York City,American,Self-educated to college level in political science,Criminal organizer and mastermind; president and owner of legitimate businesses; crime lord;  ruler of a portion of Hell's Kitchen and mayor of New York City; enforcer; bodyguard,3,3,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/f/fe/Secret_Empire_Vol_1_9_Villain_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170523161632,"New York City, New York",https://marvel.fandom.com/wiki/Wilson_Fisk_(Earth-616),https://marvel.fandom.com/wiki/Wilson_Fisk_(Earth-616)#Powers_and_Abilities,Parksville,NY,12768,41.86628,-74.7650315
35,{'$oid': '60ba7853eb3d706d33244ca1'},Dane Whitman,Black Knight,Dane Whitman,Male,Single,Good,72,190.0,Brown,Brown,Heterosexual,"Gloucester, Massachusetts",American,"Master's degree in physics, incomplete doctoral work",King of New Avalon; knight; adventurer; crime-fighter; scientist; criminal ; crusader; M-13 Agent; Pendragon of Avalon,4,2,2,5,4,5,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Empyre_Avengers_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/324?cb=20200321025206,"New York City, New York",https://marvel.fandom.com/wiki/Dane_Whitman_(Earth-616),https://marvel.fandom.com/wiki/Dane_Whitman_(Earth-616)#Powers_and_Abilities,,,01930-3540,42.6159286,-70.6619888
36,{'$oid': '60ba7853eb3d706d33244ca2'},Harold Osborn,Kindred,"Harold Theopolis ""Harry"" Lyman 123",Male,Divorced,Good,70,170.0,Blue,Brown,Heterosexual,"New York City, New York",American,College degree,Alchemax's Head of Acquisitions;  Parker Industries' C.O.O.; Owner of the Coffee Bean cafe; owner and president of Osborn Industries; fugitive,8,6,5,6,4,2,https://static.wikia.nocookie.net/marveldatabase/images/e/ee/Harold_Osborn_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_50_001.jpg/revision/latest/scale-to-width-down/325?cb=20210319051628,"Osborn Family Cemetery, New York City",https://marvel.fandom.com/wiki/Harold_Osborn_(Earth-616),https://marvel.fandom.com/wiki/Harold_Osborn_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
37,{'$oid': '60ba7853eb3d706d33244ca3'},Franklin Richards,Powerhouse,Franklin Benjamin Richards,Male,Single,Good,56,100.0,Blue,Blond,Heterosexual,"New York City, New York",American,Homeschooled,Student; Adventurer; Explorer,4,1,2,3,7,2,https://static.wikia.nocookie.net/marveldatabase/images/8/82/Franklin_Richards_%28Earth-616%29_from_X-Men_-_Fantastic_Four_Vol_2_4_cover_001.jpg/revision/latest/scale-to-width-down/274?cb=20200311213219,"New York City, New York",https://marvel.fandom.com/wiki/Franklin_Richards_(Earth-616),https://marvel.fandom.com/wiki/Franklin_Richards_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
38,{'$oid': '60ba7853eb3d706d33244ca4'},Elizabeth Ross,Harpy,"Elizabeth ""Betty"" Ross Talbot Banner",Female,Divorced,Good,66,110.0,Blue,Black,Heterosexual,Unknown location in California,American,Formerly trained to be a nun, spy and field agent for the Team; supervisor and field agent for Home Base;  author; librarian; crisis hotline volunteer; nun-in-training,5,11,5,12,4,5,https://static.wikia.nocookie.net/marveldatabase/images/2/21/Immortal_Hulk_Vol_1_20_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20190418181418,Mobile,https://marvel.fandom.com/wiki/Elizabeth_Ross_(Earth-616),https://marvel.fandom.com/wiki/Elizabeth_Ross_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
39,{'$oid': '60ba7853eb3d706d33244ca5'},Blaine Colt,Kid Colt,Blaine Colt,Male,Single,Neutral,70,180.0,Blue,Blond,Heterosexual,"Abilene, Wyoming",American,Homeschooled,Gunslinger,2,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/6/6d/Blaine_Colt_%28Earth-616%29_from_the_cover_to_Kid_Colt_One-Shot_Vol_1_1.jpg/revision/latest/scale-to-width-down/349?cb=20160127035057,"New York City, New York",https://marvel.fandom.com/wiki/Blaine_Colt_(Earth-616),https://marvel.fandom.com/wiki/Blaine_Colt_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
40,{'$oid': '60ba7853eb3d706d33244ca6'},Red Hulk ,Red Hulk,"Thaddeus E. ""Thunderbolt"" Ross",Male,Widowed,Neutral,73,245.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,College Degree from West Point, Lieutenant general in US Air Force; adventurer; assassin; stunt pilot,3,7,3,6,2,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4c/Captain_America_Vol_9_26_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20201217084747,Mobile,https://marvel.fandom.com/wiki/Red_Hulk_(Thaddeus_Ross),https://marvel.fandom.com/wiki/Red_Hulk_(Thaddeus_Ross)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
41,{'$oid': '60ba7853eb3d706d33244ca7'},Marc Spector,Moon Knight,Marc Spector,Male,Married,Good,74,225.0,Brown,Brown,Heterosexual,"Chicago, Illinois",American,"High-school graduate, extensive C.I.A. training",Adventurer; vigilante; millionaire entrepreneur; dictator; ruler; conqueror;  boxer; spy; soldier; mercenary; government agent; cab driver,2,3,2,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/c/cb/Moon_Knight_Vol_1_200_Tan_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180724203837,"New York City, New York",https://marvel.fandom.com/wiki/Marc_Spector_(Earth-616),https://marvel.fandom.com/wiki/Marc_Spector_(Earth-616)#Powers_and_Abilities,Chicago,IL,60605,41.8755616,-87.6244212
42,{'$oid': '60ba7853eb3d706d33244ca8'},Gwendolyne Stacy,Gwen Stacy,"Gwendolyne Maxine ""Gwen"" Stacy ",Female,Single,Good,67,130.0,Blue,Blond,Heterosexual,"Unknown, presumed to be New York.",American,"College educated, science major ",Model; student,4,2,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Symbiote_Spider-Man_Vol_1_1_Artgerm_Virgin_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20190125221031,"New York City, New York",https://marvel.fandom.com/wiki/Gwendolyne_Stacy_(Earth-616),https://marvel.fandom.com/wiki/Gwendolyne_Stacy_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
43,{'$oid': '60ba7853eb3d706d33244ca9'},Richard Rider,Nova,"Richard ""Rich"" Rider",Male,Single,Good,73,190.0,Brown,Brown,Heterosexual,"Hempstead, New York",American,"Incomplete college studies , Nova Corps training", Prime Commandant of the Nova Corps,8,7,7,7,6,4,https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Richard_Rider_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_5_2_001.png/revision/latest/scale-to-width-down/350?cb=20190503014914,Mobile,https://marvel.fandom.com/wiki/Richard_Rider_(Earth-616),https://marvel.fandom.com/wiki/Richard_Rider_(Earth-616)#Powers_and_Abilities,Hempstead,NY,11550,40.7063185,-73.618684
44,{'$oid': '60ba7853eb3d706d33244caa'},Barbara Morse,Mockingbird,"Dr. Barbara ""Bobbi"" Morse",Female,Divorced,Good,69,135.0,Blue,Blond,Heterosexual,"San Diego, California",American,Ph.D. in biology from Georgia Institute of Technology.,Adventurer; S.H.I.E.L.D. agent;  counter-terrorist agent; private investigator; government operative; biologist,3,2,2,2,1,6,https://static.wikia.nocookie.net/marveldatabase/images/7/77/Mockingbird_Vol_1_3_Torque_Variant_Textless.jpg/revision/latest/scale-to-width-down/324?cb=20160219080522,"Pym Laboratories, Cresskill, New Jersey;formerly New York City, New York;The Mount, Nevada;Avengers Mansion, Manhattan, New York City, New York;Avengers Compound, Los Angeles, California;Ashley Crawford's apartment, Milwaukee, Wisconsin ;Georgia Institute of Technology",https://marvel.fandom.com/wiki/Barbara_Morse_(Earth-616),https://marvel.fandom.com/wiki/Barbara_Morse_(Earth-616)#Powers_and_Abilities,San Diego,CA,92101,32.7174202,-117.1627728
45,{'$oid': '60ba7853eb3d706d33244cab'},Greer Grant,Tigra,Greer Grant Nelson,Female,Widowed,Good,70,180.0,Green,Black,Heterosexual,"Chicago, Illinois",American,Bachelor of science degree, Laboratory assistant; model; adventurer; NYC police officer; private investigator,3,4,3,4,1,4,https://static.wikia.nocookie.net/marveldatabase/images/a/a6/Amazing_Spider-Man_Vol_5_17_ComicXposure_Exclusive_Virgin_Variant.jpg/revision/latest/scale-to-width-down/327?cb=20190331025642,"New York City, New York",https://marvel.fandom.com/wiki/Greer_Grant_(Earth-616),https://marvel.fandom.com/wiki/Greer_Grant_(Earth-616)#Powers_and_Abilities,Chicago,IL,60605,41.8755616,-87.6244212
46,{'$oid': '60ba7853eb3d706d33244cac'},Karla Sofen,Moonstone,Dr. Karla Sofen,Female,Single,Neutral,71,130.0,Blue,Blond,Heterosexual,"Van Nuys, California",American,PhD in Psychology,Adventurer; Prisoner;  psychologist; psychiatrist; Initiative psychology teacher,4,9,10,9,11,3,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Karla_Sofen_%28Earth-616%29_from_Giant-Man_Vol_1_3_cover_001.jpg/revision/latest/scale-to-width-down/324?cb=20190320033445,Mobile,https://marvel.fandom.com/wiki/Karla_Sofen_(Earth-616),https://marvel.fandom.com/wiki/Karla_Sofen_(Earth-616)#Powers_and_Abilities,,,91401-2649,34.1866193,-118.4486669
47,{'$oid': '60ba7853eb3d706d33244cad'},William Baker,Sandman,William Baker,Male,Single,Neutral,73,100.0,Brown,Brown,Heterosexual,"Queens, New York",American,High school dropout,Adventurer; bounty hunter; professional criminal;  mercenary,2,6,2,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/3/3c/William_Baker_%28Earth-616%29_from_Peter_Parker_The_Spectacular_Spider-Man_Vol_1_309_001.jpg/revision/latest/scale-to-width-down/350?cb=20180919005403,Mobile,https://marvel.fandom.com/wiki/William_Baker_(Earth-616),https://marvel.fandom.com/wiki/William_Baker_(Earth-616)#Powers_and_Abilities,Portland,ME,4102,14.3994705,120.9766796
48,{'$oid': '60ba7853eb3d706d33244cae'},Sharon Carter,Sharon Carter,Sharon Carter,Female,Single,Good,68,135.0,Blue,Blond,Heterosexual,"Richmond, Virginia",American,S.H.I.E.L.D. training; PhD in Metaphysical Psychology,Special Field Officer of S.H.I.E.L.D.;  head of S.H.I.E.L.D.; mercenary,3,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/6/69/Sharon_Carter_%28Earth-616%29_from_Captain_America_Vol_9_23_001.jpg/revision/latest/scale-to-width-down/325?cb=20210327180547,"New York City, New York",https://marvel.fandom.com/wiki/Sharon_Carter_(Earth-616),https://marvel.fandom.com/wiki/Sharon_Carter_(Earth-616)#Powers_and_Abilities,Richmond,VA,23219,37.5385087,-77.43428
49,{'$oid': '60ba7853eb3d706d33244caf'},Felicia Hardy,Black Cat,Felicia Sara Hardy,Female,Single,Bad,70,120.0,MultiColored,Blond,Heterosexual,"Flushing, Queens, New York City, New York",American,"College graduate , trained by various experts in burglary, gymnastics, judo, karate, electronics and security systems",Adventurer; cat burglar; thief; private investigator; bounty hunter; founder of Cat's Eye Investigations;  crime lord; criminal.,2,6,5,2,4,3,https://static.wikia.nocookie.net/marveldatabase/images/0/04/Black_Cat_Vol_1_3_Bring_on_the_Bad_Guys_Unknown_Comic_Books_Exclusive_Virgin_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20190808090414,"Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Felicia_Hardy_(Earth-616),https://marvel.fandom.com/wiki/Felicia_Hardy_(Earth-616)#Powers_and_Abilities,Flushing,NY,11354,40.7654301,-73.8174291
50,{'$oid': '60ba7853eb3d706d33244cb0'},Cain Marko,Juggernaut,Cain Marko,Male,Single,Neutral,113,1900.0,Blue,Red,Heterosexual,"Berkeley, California",American,Homeschooled,Adventurer; ;  professional criminal; mercenary; soldier,2,7,2,7,1,4,https://static.wikia.nocookie.net/marveldatabase/images/2/2d/X-Men_Black_-_Juggernaut_Vol_1_1_Virgin_Variant.jpg/revision/latest/scale-to-width-down/323?cb=20181015174000,New York City New York,https://marvel.fandom.com/wiki/Cain_Marko_(Earth-616),https://marvel.fandom.com/wiki/Cain_Marko_(Earth-616)#Powers_and_Abilities,Berkeley,CA,94704,37.8708393,-122.272863
51,{'$oid': '60ba7853eb3d706d33244cb1'},Monica Rambeau,Spectrum,Monica Rambeau,Female,Single,Good,70,130.0,Brown,Black,Heterosexual,"New Orleans, Louisiana",American,College and Police Academy graduate,Adventurer; charter fishing operator;  shipping company executive; cargo ship captain; harbor patrol officer ,3,2,6,4,6,4,https://static.wikia.nocookie.net/marveldatabase/images/9/9f/Marvel%27s_Voices_Legacy_Vol_1_1_Souza_Variant_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20210205083325,Taa II,https://marvel.fandom.com/wiki/Monica_Rambeau_(Earth-616),https://marvel.fandom.com/wiki/Monica_Rambeau_(Earth-616)#Powers_and_Abilities,New Orleans,LA,70130,29.9499323,-90.0701156
52,{'$oid': '60ba7853eb3d706d33244cb2'},Maria Hill,Maria Hill,Maria Hill,Female,Single,Good,70,135.0,Brown,Black,Heterosexual,"Chicago, Illinois",American,United States Military Academy, director of S.H.I.E.L.D.; marine,4,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Maria_Hill_%28Earth-616%29_from_Avengers_World_Vol_1_14_001.png/revision/latest/scale-to-width-down/296?cb=20150220062849,"New York City, New York",https://marvel.fandom.com/wiki/Maria_Hill_(Earth-616),https://marvel.fandom.com/wiki/Maria_Hill_(Earth-616)#Powers_and_Abilities,Chicago,IL,60605,41.8755616,-87.6244212
53,{'$oid': '60ba7853eb3d706d33244cb3'},Heather Douglas,Moondragon,Heather Douglas,Female,Single,Good,75,150.0,Blue,Bald,Bisexual,"Los Angeles, California",American,Homeschooled,Adventurer; philosopher; priestess; scientist and warrior;  ruler of the Ba-Bani; engineer and saleswoman for Vaughn Security Systems,4,3,3,3,5,4,https://static.wikia.nocookie.net/marveldatabase/images/6/62/Heather_Douglas_%28Earth-616%29_and_Heather_Douglas_%28Earth-18897%29_from_Guardians_of_the_Galaxy_Vol_6_5_001.jpg/revision/latest/scale-to-width-down/274?cb=20200813235726,The starship Sensia,https://marvel.fandom.com/wiki/Heather_Douglas_(Earth-616),https://marvel.fandom.com/wiki/Heather_Douglas_(Earth-616)#Powers_and_Abilities,Los Angeles,CA,90012,34.0536909,-118.242766
54,{'$oid': '60ba7853eb3d706d33244cb4'},Millicent Collins,Millie the Model,"Millicent ""Millie"" Collins",Female,Single,Neutral,67,137.0,Blue,Blond,Heterosexual,"Sleepy Gap, Kansas",American,"High school graduate, some college",CEO of Millie's Models; businesswoman; model;  TV host; singer; dancer; actress; showgirl; salesperson; waitress; beautician; secretary; file clerk; typist; baby-sitter,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Models%2C_Inc._Vol_1_1_page_00_Millicent_Collins_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/191?cb=20100829193449,"Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Millicent_Collins_(Earth-616),https://marvel.fandom.com/wiki/Millicent_Collins_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
55,{'$oid': '60ba7853eb3d706d33244cb5'},Edward Brock,Venom,"Edward Charles Allan ""Eddie"" Brock",Male,Divorced,Neutral,75,260.0,Black,Blond,Heterosexual,"New York City, New York",American,BA in journalism from Empire State University,Vigilante;  symbiote hunter; homeless shelter attendant; government operative; reporter,3,4,2,6,1,4,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Venom_Vol_4_25_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20200126234319,"New York City, New York",https://marvel.fandom.com/wiki/Edward_Brock_(Earth-616),https://marvel.fandom.com/wiki/Edward_Brock_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
56,{'$oid': '60ba7853eb3d706d33244cb6'},MacDonald Gargan,Virus,"MacDonald ""Mac"" Gargan",Male,Single,Bad,74,220.0,Brown,Bald,Heterosexual,"Yonkers, New York",American,High school graduate,Advance agent for Alchemax; enforcer for Black Cat's gang;  adventurer; field agent for the U.S. government; professional criminal; assassin; mercenary; private detective,2,5,3,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Venom_Vol_4_25_Greg_Horn_Art_Iron_Lion_Exclusive_Variant_B.jpg/revision/latest/scale-to-width-down/323?cb=20210505094820,"Alchemax Tower, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/MacDonald_Gargan_(Earth-616),https://marvel.fandom.com/wiki/MacDonald_Gargan_(Earth-616)#Powers_and_Abilities,Yonkers,NY,10701,40.9312099,-73.8987469
57,{'$oid': '60ba7853eb3d706d33244cb7'},Daniel Ketch,Death Rider,Daniel 'Danny' Ketch,Male,Single,Neutral,70,180.0,Green,Brown,Heterosexual,"Newark, New Jersey",American,High school graduate,Messenger; vigilante,2,4,5,5,3,2,https://static.wikia.nocookie.net/marveldatabase/images/6/6d/Daniel_Ketch_%28Earth-616%29_from_Ghost_Rider_Vol_9_4_001.jpg/revision/latest/scale-to-width-down/325?cb=20200130214100,Mephisto's Realm,https://marvel.fandom.com/wiki/Daniel_Ketch_(Earth-616),https://marvel.fandom.com/wiki/Daniel_Ketch_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
58,{'$oid': '60ba7853eb3d706d33244cb8'},Alicia Masters,Alicia Grimm,"Alicia Reiss Grimm, née Masters",Female,Married,Good,64,110.0,Brown,StrawberryBlond,Heterosexual,New York City,American,Art Student,Sculptor,3,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Alicia_Masters_%28Earth-616%29_from_Fantastic_Four_Vol_6_1_001.jpg/revision/latest/scale-to-width-down/308?cb=20180810005408,"4 Yancy Street, Lower East Side, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Alicia_Masters_(Earth-616),https://marvel.fandom.com/wiki/Alicia_Masters_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
